,rid,sid,text,category_polarity_list,categorys,category_num
167,220,220:2,I baby my electronics so I know for a fact it was defective and not anything that I did to it.,"[('DISPLAY#QUALITY', 'negative')]",['DISPLAY#QUALITY'],1
168,220,220:3,"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.","[('LAPTOP#QUALITY', 'negative'), ('LAPTOP#OPERATION_PERFORMANCE', 'negative'), ('BATTERY#OPERATION_PERFORMANCE', 'positive')]","['LAPTOP#QUALITY', 'LAPTOP#OPERATION_PERFORMANCE', 'BATTERY#OPERATION_PERFORMANCE']",3
169,278,278:0,Took the netbook on a vacation trip and I was able to do whatever I wanted to do without lugging a much heavier laptop.,"[('LAPTOP#PORTABILITY', 'positive'), ('LAPTOP#DESIGN_FEATURES', 'positive'), ('LAPTOP#GENERAL', 'positive')]","['LAPTOP#PORTABILITY', 'LAPTOP#DESIGN_FEATURES', 'LAPTOP#GENERAL']",3
170,278,278:1,To my mind much more usable than the toy called an IPad.,[],[],0
171,135,135:0,The So called laptop Runs to Slow and I hate it!,"[('LAPTOP#OPERATION_PERFORMANCE', 'negative'), ('LAPTOP#GENERAL', 'negative')]","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#GENERAL']",2
172,135,135:1,Do not  buy it!,"[('LAPTOP#GENERAL', 'negative')]",['LAPTOP#GENERAL'],1
173,135,135:2,It is the worst laptop ever,"[('LAPTOP#GENERAL', 'negative')]",['LAPTOP#GENERAL'],1
174,159,159:0,"The image is great, and the soud is excelent.","[('DISPLAY#QUALITY', 'positive'), ('MULTIMEDIA_DEVICES#QUALITY', 'positive')]","['DISPLAY#QUALITY', 'MULTIMEDIA_DEVICES#QUALITY']",2
175,159,159:1,i love ths notebook.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
176,57,57:0,I love the glass touchpad.,"[('MOUSE#DESIGN_FEATURES', 'positive')]",['MOUSE#DESIGN_FEATURES'],1
177,57,57:1,Easy learning curve.,"[('LAPTOP#USABILITY', 'positive')]",['LAPTOP#USABILITY'],1
178,57,57:2,Also the display is exceptional!,"[('DISPLAY#GENERAL', 'positive')]",['DISPLAY#GENERAL'],1
179,76,76:0,I have loved this since i took it out of the box.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
180,76,76:1,The battery is really long.,"[('BATTERY#OPERATION_PERFORMANCE', 'positive')]",['BATTERY#OPERATION_PERFORMANCE'],1
181,76,76:2,"the features are great, the only thing it needs is better speakers.","[('LAPTOP#DESIGN_FEATURES', 'positive'), ('MULTIMEDIA_DEVICES#GENERAL', 'negative')]","['LAPTOP#DESIGN_FEATURES', 'MULTIMEDIA_DEVICES#GENERAL']",2
182,28,28:0,Small and light weight.,"[('LAPTOP#DESIGN_FEATURES', 'positive')]",['LAPTOP#DESIGN_FEATURES'],1
183,28,28:1,Speakers too small to be of any real use.,"[('MULTIMEDIA_DEVICES#DESIGN_FEATURES', 'negative'), ('MULTIMEDIA_DEVICES#USABILITY', 'negative')]","['MULTIMEDIA_DEVICES#DESIGN_FEATURES', 'MULTIMEDIA_DEVICES#USABILITY']",2
184,28,28:2,Keyboard good sized and wasy to use.,"[('KEYBOARD#DESIGN_FEATURES', 'positive'), ('KEYBOARD#USABILITY', 'positive')]","['KEYBOARD#DESIGN_FEATURES', 'KEYBOARD#USABILITY']",2
185,28,28:3,I like it!,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
186,267,267:0,Meets my needs perfectly and is light enough for this senior to carry without affecting my arthritis.,"[('LAPTOP#GENERAL', 'positive'), ('LAPTOP#DESIGN_FEATURES', 'positive'), ('LAPTOP#PORTABILITY', 'positive')]","['LAPTOP#GENERAL', 'LAPTOP#DESIGN_FEATURES', 'LAPTOP#PORTABILITY']",3
187,132,132:0,"Needless to say, not to happy with the product.","[('LAPTOP#GENERAL', 'negative')]",['LAPTOP#GENERAL'],1
188,167,167:0,This is a great machine!,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
189,167,167:1,"The design is awesome, quality is unprecedented.","[('LAPTOP#DESIGN_FEATURES', 'positive'), ('LAPTOP#QUALITY', 'positive')]","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#QUALITY']",2
190,169,169:0,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.","[('LAPTOP#QUALITY', 'positive'), ('LAPTOP#DESIGN_FEATURES', 'positive'), ('LAPTOP#PRICE', 'positive'), ('LAPTOP#OPERATION_PERFORMANCE', 'positive')]","['LAPTOP#QUALITY', 'LAPTOP#DESIGN_FEATURES', 'LAPTOP#PRICE', 'LAPTOP#OPERATION_PERFORMANCE']",4
191,197,197:0,It is by far one of the greatest investments I have ever made.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
192,284,284:0,Consumer Report recommended Toshiba.,[],[],0
193,284,284:1,"Am very glad I bought it, great netbook, low price.","[('LAPTOP#GENERAL', 'positive'), ('LAPTOP#PRICE', 'positive')]","['LAPTOP#GENERAL', 'LAPTOP#PRICE']",2
194,299,299:0,Very good quality and well made.,"[('LAPTOP#QUALITY', 'positive')]",['LAPTOP#QUALITY'],1
195,299,299:1,Great pick for portability and affordability.,"[('LAPTOP#PORTABILITY', 'positive'), ('LAPTOP#PRICE', 'positive')]","['LAPTOP#PORTABILITY', 'LAPTOP#PRICE']",2
196,299,299:2,The black model also has a very nice seamless appearance - one of the better looking notebooks I've seen.,"[('LAPTOP#DESIGN_FEATURES', 'positive')]",['LAPTOP#DESIGN_FEATURES'],1
197,321,321:0,The only problem is a lack of screen resolutions!,"[('DISPLAY#QUALITY', 'negative')]",['DISPLAY#QUALITY'],1
198,325,325:0,"If you need an affordable, entry-level laptop, this will fit the bill.","[('LAPTOP#PRICE', 'positive'), ('LAPTOP#MISCELLANEOUS', 'positive')]","['LAPTOP#PRICE', 'LAPTOP#MISCELLANEOUS']",2
199,325,325:1,"I dislike the weight and size, cubersome.","[('LAPTOP#PORTABILITY', 'negative'), ('LAPTOP#DESIGN_FEATURES', 'negative')]","['LAPTOP#PORTABILITY', 'LAPTOP#DESIGN_FEATURES']",2
200,325,325:2,I dislike the quality and the placement of the speakers.,"[('MULTIMEDIA_DEVICES#QUALITY', 'negative'), ('MULTIMEDIA_DEVICES#DESIGN_FEATURES', 'negative')]","['MULTIMEDIA_DEVICES#QUALITY', 'MULTIMEDIA_DEVICES#DESIGN_FEATURES']",2
201,325,325:3,"Overall, it's ok.","[('LAPTOP#GENERAL', 'neutral')]",['LAPTOP#GENERAL'],1
202,326,326:0,"Laptop is advertised as a 15"" but the casing looks like that of a 17"".","[('LAPTOP#DESIGN_FEATURES', 'negative')]",['LAPTOP#DESIGN_FEATURES'],1
203,326,326:1,This laptop is very large and barely fits in any carrying cases.,"[('LAPTOP#DESIGN_FEATURES', 'negative'), ('LAPTOP#PORTABILITY', 'negative')]","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#PORTABILITY']",2
204,326,326:2,Peformance is good for the price.,"[('LAPTOP#OPERATION_PERFORMANCE', 'positive'), ('LAPTOP#PRICE', 'neutral')]","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#PRICE']",2
205,326,326:3,"If you're not wanting to be mobile, this is a good laptop to sit on a desk.","[('LAPTOP#PORTABILITY', 'negative'), ('LAPTOP#GENERAL', 'positive')]","['LAPTOP#PORTABILITY', 'LAPTOP#GENERAL']",2
206,8,8:0,Had to have this computer repaired twice in the first 5 months after purchasing it.,"[('LAPTOP#QUALITY', 'negative')]",['LAPTOP#QUALITY'],1
207,8,8:1,Not good for a person who gets online daily.,"[('LAPTOP#MISCELLANEOUS', 'negative')]",['LAPTOP#MISCELLANEOUS'],1
208,8,8:2,May be better for the occasional web surfer.,"[('LAPTOP#MISCELLANEOUS', 'neutral')]",['LAPTOP#MISCELLANEOUS'],1
209,83,83:0,"I just got this laptop for college, and so far I am very happy with it.","[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
210,83,83:1,I really wanted a Mac over a pc because I used a Mac in high school.,[],[],0
211,83,83:2,It is so much easier to use,"[('LAPTOP#USABILITY', 'positive')]",['LAPTOP#USABILITY'],1
212,81,81:0,"Good keyboard, long battery life, largest hard drive and windows 7.","[('KEYBOARD#GENERAL', 'positive'), ('BATTERY#OPERATION_PERFORMANCE', 'positive'), ('HARD_DISC#DESIGN_FEATURES', 'positive'), ('OS#GENERAL', 'neutral')]","['KEYBOARD#GENERAL', 'BATTERY#OPERATION_PERFORMANCE', 'HARD_DISC#DESIGN_FEATURES', 'OS#GENERAL']",4
213,81,81:1,And Toshiba is a quality supplier.,"[('SUPPORT#QUALITY', 'positive')]",['SUPPORT#QUALITY'],1
214,80,80:0,I love this little one.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
215,80,80:1,The keyboard has a wonderful nature feel.,"[('KEYBOARD#QUALITY', 'positive')]",['KEYBOARD#QUALITY'],1
216,80,80:2,I like it better than my big Dell Laptop.,[],[],0
217,80,80:3,Seriously considering a larger laptop to replace the Dell,[],[],0
218,44,44:0,great battery life.,"[('BATTERY#OPERATION_PERFORMANCE', 'positive')]",['BATTERY#OPERATION_PERFORMANCE'],1
219,44,44:1,Keyboard is reasonable size.,"[('KEYBOARD#DESIGN_FEATURES', 'positive')]",['KEYBOARD#DESIGN_FEATURES'],1
220,44,44:2,Small screen somewhat limiting but great for travel.,"[('DISPLAY#DESIGN_FEATURES', 'negative'), ('LAPTOP#PORTABILITY', 'positive')]","['DISPLAY#DESIGN_FEATURES', 'LAPTOP#PORTABILITY']",2
221,44,44:3,Charger seems large for this class of computer.,"[('POWER_SUPPLY#DESIGN_FEATURES', 'negative')]",['POWER_SUPPLY#DESIGN_FEATURES'],1
222,200,200:0,"Great Laptop for the price, works well with action pack games.","[('LAPTOP#GENERAL', 'positive'), ('LAPTOP#PRICE', 'neutral'), ('LAPTOP#MISCELLANEOUS', 'positive')]","['LAPTOP#GENERAL', 'LAPTOP#PRICE', 'LAPTOP#MISCELLANEOUS']",3
223,200,200:1,"The only thing that I have, is the key broad is a little dark to see the letters, would help if it was a little lighter then it is.","[('KEYBOARD#DESIGN_FEATURES', 'negative'), ('KEYBOARD#USABILITY', 'negative')]","['KEYBOARD#DESIGN_FEATURES', 'KEYBOARD#USABILITY']",2
224,200,200:2,but other then that I would give this product a 4 in hafe stars.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
225,206,206:0,Good for every day computing and web browsing.,"[('LAPTOP#MISCELLANEOUS', 'positive')]",['LAPTOP#MISCELLANEOUS'],1
226,177,177:0,A great computer for light home use and business use.,"[('LAPTOP#MISCELLANEOUS', 'positive')]",['LAPTOP#MISCELLANEOUS'],1
227,177,177:1,Might not make the avid gamer happy but I don't really think that is what this computer is designed for.,"[('LAPTOP#MISCELLANEOUS', 'neutral')]",['LAPTOP#MISCELLANEOUS'],1
228,177,177:2,"Crisp screen, great battery life, and plenty of storage.","[('DISPLAY#QUALITY', 'positive'), ('BATTERY#OPERATION_PERFORMANCE', 'positive'), ('HARD_DISC#DESIGN_FEATURES', 'positive')]","['DISPLAY#QUALITY', 'BATTERY#OPERATION_PERFORMANCE', 'HARD_DISC#DESIGN_FEATURES']",3
229,177,177:3,Very happy.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
230,276,276:0,"My son and his family have a hard time financially because he is self-employed so the family had no computer of any kind, and kyle the oldest child is 12 and really need something to help him in school.",[],[],0
231,276,276:1,so we got a good deal on hsn for an ascer notebook and we bought it for him.,[],[],0
232,276,276:2,He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.,"[('LAPTOP#GENERAL', 'positive'), ('LAPTOP#USABILITY', 'positive')]","['LAPTOP#GENERAL', 'LAPTOP#USABILITY']",2
233,276,276:3,now he mows yards so he can earn the money for the wireless internet.,[],[],0
234,276,276:4,I would recomend this acer to parents and grandparents it can really help them in school.,"[('LAPTOP#MISCELLANEOUS', 'positive')]",['LAPTOP#MISCELLANEOUS'],1
235,191,191:0,MY ONLY PROBLEM IS I CAN NOT REG. THE PRODUCT KEY.,"[('LAPTOP#MISCELLANEOUS', 'negative')]",['LAPTOP#MISCELLANEOUS'],1
236,191,191:1,"IT WANT TAKE IT, IT KEEP SAYING ERROR.","[('LAPTOP#MISCELLANEOUS', 'negative')]",['LAPTOP#MISCELLANEOUS'],1
237,191,191:2,"HELP, HELP, OTHER THAN THAT GETS A GREAT LITTLE WONDER.","[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
238,237,237:0,It's fast and has excellent battery life.,"[('LAPTOP#OPERATION_PERFORMANCE', 'positive'), ('BATTERY#OPERATION_PERFORMANCE', 'positive')]","['LAPTOP#OPERATION_PERFORMANCE', 'BATTERY#OPERATION_PERFORMANCE']",2
239,237,237:1,The screen shows great colors.,"[('DISPLAY#QUALITY', 'positive')]",['DISPLAY#QUALITY'],1
240,247,247:0,I was surprised with the performance and quality of this HP Laptop.,"[('LAPTOP#OPERATION_PERFORMANCE', 'positive'), ('LAPTOP#QUALITY', 'positive')]","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#QUALITY']",2
241,247,247:1,the speed is fine.,"[('LAPTOP#OPERATION_PERFORMANCE', 'positive')]",['LAPTOP#OPERATION_PERFORMANCE'],1
242,247,247:2,Laptop is to be used like a Netbook.,[],[],0
243,247,247:3,"But with A WAY Bigger Screen, and IS able to connect to an HDMI.","[('DISPLAY#DESIGN_FEATURES', 'positive'), ('LAPTOP#CONNECTIVITY', 'positive')]","['DISPLAY#DESIGN_FEATURES', 'LAPTOP#CONNECTIVITY']",2
244,247,247:4,Love it.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
245,254,254:0,"I would recommend this computer to anyone searching for the perfect laptop, and the battery life is amazing.","[('LAPTOP#GENERAL', 'positive'), ('BATTERY#OPERATION_PERFORMANCE', 'positive')]","['LAPTOP#GENERAL', 'BATTERY#OPERATION_PERFORMANCE']",2
246,216,216:0,I BOUGHT THIS LAP TOP AND THE CHARGE TIME DOSEN'T LAST AS LONG AS THEY SAY IT WILL MORE LIKE 2 HOURS,"[('BATTERY#OPERATION_PERFORMANCE', 'negative')]",['BATTERY#OPERATION_PERFORMANCE'],1
247,242,242:0,This computer is the ideal college companion.,"[('LAPTOP#MISCELLANEOUS', 'positive')]",['LAPTOP#MISCELLANEOUS'],1
248,242,242:1,It's software and speed enable it to do amazing things.,"[('LAPTOP#OPERATION_PERFORMANCE', 'positive'), ('SOFTWARE#GENERAL', 'positive')]","['LAPTOP#OPERATION_PERFORMANCE', 'SOFTWARE#GENERAL']",2
249,338,338:0,I am not happy at all with the product I purchased.,"[('LAPTOP#GENERAL', 'negative')]",['LAPTOP#GENERAL'],1
250,338,338:1,"A cheaper price should not equal a ""cheap"" product.","[('LAPTOP#PRICE', 'neutral'), ('LAPTOP#QUALITY', 'negative')]","['LAPTOP#PRICE', 'LAPTOP#QUALITY']",2
251,338,338:2,It was over rated!,"[('LAPTOP#GENERAL', 'negative')]",['LAPTOP#GENERAL'],1
252,364,364:0,The Toshiba laptop was a great purchase.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
253,364,364:1,"The price was very good, and the product is top quality.","[('LAPTOP#PRICE', 'positive'), ('LAPTOP#QUALITY', 'positive')]","['LAPTOP#PRICE', 'LAPTOP#QUALITY']",2
254,364,364:2,"The delivery was fast, and I would not hesitate to purchase this laptop again.","[('SHIPPING#QUALITY', 'positive'), ('LAPTOP#GENERAL', 'positive')]","['SHIPPING#QUALITY', 'LAPTOP#GENERAL']",2
255,362,362:0,"This is my second laptop,and it is head and shoulders above my first.",[],[],0
256,362,362:1,It has easy to use features and all the speed and power I could ask for.,"[('LAPTOP#USABILITY', 'positive'), ('LAPTOP#OPERATION_PERFORMANCE', 'positive')]","['LAPTOP#USABILITY', 'LAPTOP#OPERATION_PERFORMANCE']",2
257,362,362:2,True quality at a great price!,"[('LAPTOP#QUALITY', 'positive'), ('LAPTOP#PRICE', 'positive')]","['LAPTOP#QUALITY', 'LAPTOP#PRICE']",2
258,357,357:0,I have used a computer at work but having your own personal laptop is AWSOME!,[],[],0
259,357,357:1,I am enjoying it and the quality it provides is great!,"[('LAPTOP#GENERAL', 'positive'), ('LAPTOP#QUALITY', 'positive')]","['LAPTOP#GENERAL', 'LAPTOP#QUALITY']",2
260,357,357:2,"Toshiba is a great brand, even though I haven't had it for a long time, I am very happy with it!","[('COMPANY#GENERAL', 'positive'), ('LAPTOP#GENERAL', 'positive')]","['COMPANY#GENERAL', 'LAPTOP#GENERAL']",2
261,330,330:0,"This is the first laptop I've owned, althougth I used several at my previous job.",[],[],0
262,330,330:1,"The screen graphics and clarity, and sharpness are great.","[('DISPLAY#QUALITY', 'positive')]",['DISPLAY#QUALITY'],1
263,330,330:2,I've already recommended this laptop to a friend who eye'd the computer when I took it out of my bag.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
264,322,322:0,I like the laptop overall.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
265,322,322:1,The only thing i can say is that the touch pad doesnt work like it should all the time.,"[('MOUSE#OPERATION_PERFORMANCE', 'negative')]",['MOUSE#OPERATION_PERFORMANCE'],1
266,322,322:2,Sometimes you really have to tap the pad to get it to work,"[('MOUSE#OPERATION_PERFORMANCE', 'negative'), ('MOUSE#USABILITY', 'negative')]","['MOUSE#OPERATION_PERFORMANCE', 'MOUSE#USABILITY']",2
267,354,354:0,This is a great little computer for the price.,"[('LAPTOP#GENERAL', 'positive'), ('LAPTOP#PRICE', 'neutral')]","['LAPTOP#GENERAL', 'LAPTOP#PRICE']",2
268,354,354:1,"Simple to use, and great graphics.","[('LAPTOP#USABILITY', 'positive'), ('GRAPHICS#GENERAL', 'positive')]","['LAPTOP#USABILITY', 'GRAPHICS#GENERAL']",2
269,354,354:2,It has everything I would need for a home computer.,"[('LAPTOP#MISCELLANEOUS', 'positive')]",['LAPTOP#MISCELLANEOUS'],1
270,354,354:3,I'm very impressed.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
271,301,301:0,It was secure and easy to navigate.,"[('LAPTOP#QUALITY', 'positive'), ('LAPTOP#USABILITY', 'positive')]","['LAPTOP#QUALITY', 'LAPTOP#USABILITY']",2
272,301,301:1,It is everything that I would want in a computer.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
273,301,301:2,"Besides the great look, it is a great machine.","[('LAPTOP#DESIGN_FEATURES', 'positive'), ('LAPTOP#GENERAL', 'positive')]","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#GENERAL']",2
274,301,301:3,I would definitely not go back to using a PC after using the mac.,[],[],0
275,301,301:4,Once again apple stands alone at the top of the charts.,"[('COMPANY#GENERAL', 'positive')]",['COMPANY#GENERAL'],1
276,369,369:0,"I enjoy very much my new Toshiba, purchased specifially for attending online schooling.","[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
277,369,369:1,"I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.","[('LAPTOP#USABILITY', 'positive')]",['LAPTOP#USABILITY'],1
278,369,369:2,"I have found also, it is very easy to be able to access wireless internet access; without having to have extra equipment and/or complicated routes to take to be able to do so.","[('LAPTOP#CONNECTIVITY', 'positive')]",['LAPTOP#CONNECTIVITY'],1
279,369,369:3,"I also love the small, convenient size of my laptop, making it a perfect tool for my academic studies.","[('LAPTOP#DESIGN_FEATURES', 'positive'), ('LAPTOP#USABILITY', 'positive'), ('LAPTOP#MISCELLANEOUS', 'positive')]","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#USABILITY', 'LAPTOP#MISCELLANEOUS']",3
280,369,369:4,I am very pleased with my purchase!,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
281,371,371:0,This laptop serves all my needs.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
282,371,371:1,Screen size is perfect for portable use in any environment.,"[('DISPLAY#DESIGN_FEATURES', 'positive'), ('LAPTOP#PORTABILITY', 'positive')]","['DISPLAY#DESIGN_FEATURES', 'LAPTOP#PORTABILITY']",2
283,371,371:2,Price and purpose is awesome!,"[('LAPTOP#PRICE', 'positive'), ('LAPTOP#MISCELLANEOUS', 'positive')]","['LAPTOP#PRICE', 'LAPTOP#MISCELLANEOUS']",2
284,373,373:0,I have been very pleased with the performance of this laptop.,"[('LAPTOP#OPERATION_PERFORMANCE', 'positive')]",['LAPTOP#OPERATION_PERFORMANCE'],1
