,rid,sid,text,category,polarity,attribute,entity
213,170,170:0,Has a 5-6 hour battery life.,BATTERY#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,BATTERY
214,170,170:1,Much faster than my old windows laptop that died on me.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
215,170,170:2,It is easy to use and lightweight.,LAPTOP#USABILITY,positive,USABILITY,LAPTOP
216,170,170:2,It is easy to use and lightweight.,LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
217,170,170:3,Was very much worth the price i paid.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
218,170,170:3,Was very much worth the price i paid.,LAPTOP#PRICE,positive,PRICE,LAPTOP
219,90,90:0,This netbook went bad on me after 3 days.,LAPTOP#QUALITY,negative,QUALITY,LAPTOP
220,90,90:1,There is a blank lighted screen when I start and that is all.,DISPLAY#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,DISPLAY
221,90,90:2,I am also upset with CR for giving a good rating.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
222,220,220:0,I purchased this netbook after my original Toshiba laptop crashed right after the warranty expired.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
223,220,220:1,"Three weeks after I bought the netbook, the screen quit working.",DISPLAY#QUALITY,negative,QUALITY,DISPLAY
224,220,220:1,"Three weeks after I bought the netbook, the screen quit working.",DISPLAY#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,DISPLAY
225,220,220:2,I baby my electronics so I know for a fact it was defective and not anything that I did to it.,DISPLAY#QUALITY,negative,QUALITY,DISPLAY
226,220,220:3,"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.",LAPTOP#QUALITY,negative,QUALITY,LAPTOP
227,220,220:3,"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.",LAPTOP#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,LAPTOP
228,220,220:3,"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.",BATTERY#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,BATTERY
229,278,278:0,Took the netbook on a vacation trip and I was able to do whatever I wanted to do without lugging a much heavier laptop.,LAPTOP#PORTABILITY,positive,PORTABILITY,LAPTOP
230,278,278:0,Took the netbook on a vacation trip and I was able to do whatever I wanted to do without lugging a much heavier laptop.,LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
231,278,278:0,Took the netbook on a vacation trip and I was able to do whatever I wanted to do without lugging a much heavier laptop.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
232,278,278:1,To my mind much more usable than the toy called an IPad.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
233,135,135:0,The So called laptop Runs to Slow and I hate it!,LAPTOP#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,LAPTOP
234,135,135:0,The So called laptop Runs to Slow and I hate it!,LAPTOP#GENERAL,negative,GENERAL,LAPTOP
235,135,135:1,Do not  buy it!,LAPTOP#GENERAL,negative,GENERAL,LAPTOP
236,135,135:2,It is the worst laptop ever,LAPTOP#GENERAL,negative,GENERAL,LAPTOP
237,159,159:0,"The image is great, and the soud is excelent.",DISPLAY#QUALITY,positive,QUALITY,DISPLAY
238,159,159:0,"The image is great, and the soud is excelent.",MULTIMEDIA_DEVICES#QUALITY,positive,QUALITY,MULTIMEDIA_DEVICES
239,159,159:1,i love ths notebook.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
240,57,57:0,I love the glass touchpad.,MOUSE#DESIGN_FEATURES,positive,DESIGN_FEATURES,MOUSE
241,57,57:1,Easy learning curve.,LAPTOP#USABILITY,positive,USABILITY,LAPTOP
242,57,57:2,Also the display is exceptional!,DISPLAY#GENERAL,positive,GENERAL,DISPLAY
243,76,76:0,I have loved this since i took it out of the box.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
244,76,76:1,The battery is really long.,BATTERY#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,BATTERY
245,76,76:2,"the features are great, the only thing it needs is better speakers.",LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
246,76,76:2,"the features are great, the only thing it needs is better speakers.",MULTIMEDIA_DEVICES#GENERAL,negative,GENERAL,MULTIMEDIA_DEVICES
247,28,28:0,Small and light weight.,LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
248,28,28:1,Speakers too small to be of any real use.,MULTIMEDIA_DEVICES#DESIGN_FEATURES,negative,DESIGN_FEATURES,MULTIMEDIA_DEVICES
249,28,28:1,Speakers too small to be of any real use.,MULTIMEDIA_DEVICES#USABILITY,negative,USABILITY,MULTIMEDIA_DEVICES
250,28,28:2,Keyboard good sized and wasy to use.,KEYBOARD#DESIGN_FEATURES,positive,DESIGN_FEATURES,KEYBOARD
251,28,28:2,Keyboard good sized and wasy to use.,KEYBOARD#USABILITY,positive,USABILITY,KEYBOARD
252,28,28:3,I like it!,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
253,267,267:0,Meets my needs perfectly and is light enough for this senior to carry without affecting my arthritis.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
254,267,267:0,Meets my needs perfectly and is light enough for this senior to carry without affecting my arthritis.,LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
255,267,267:0,Meets my needs perfectly and is light enough for this senior to carry without affecting my arthritis.,LAPTOP#PORTABILITY,positive,PORTABILITY,LAPTOP
256,132,132:0,"Needless to say, not to happy with the product.",LAPTOP#GENERAL,negative,GENERAL,LAPTOP
257,167,167:0,This is a great machine!,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
258,167,167:1,"The design is awesome, quality is unprecedented.",LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
259,167,167:1,"The design is awesome, quality is unprecedented.",LAPTOP#QUALITY,positive,QUALITY,LAPTOP
260,169,169:0,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",LAPTOP#QUALITY,positive,QUALITY,LAPTOP
261,169,169:0,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
262,169,169:0,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",LAPTOP#PRICE,positive,PRICE,LAPTOP
263,169,169:0,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
264,197,197:0,It is by far one of the greatest investments I have ever made.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
265,284,284:0,Consumer Report recommended Toshiba.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
266,284,284:1,"Am very glad I bought it, great netbook, low price.",LAPTOP#GENERAL,positive,GENERAL,LAPTOP
267,284,284:1,"Am very glad I bought it, great netbook, low price.",LAPTOP#PRICE,positive,PRICE,LAPTOP
268,299,299:0,Very good quality and well made.,LAPTOP#QUALITY,positive,QUALITY,LAPTOP
269,299,299:1,Great pick for portability and affordability.,LAPTOP#PORTABILITY,positive,PORTABILITY,LAPTOP
270,299,299:1,Great pick for portability and affordability.,LAPTOP#PRICE,positive,PRICE,LAPTOP
271,299,299:2,The black model also has a very nice seamless appearance - one of the better looking notebooks I've seen.,LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
272,321,321:0,The only problem is a lack of screen resolutions!,DISPLAY#QUALITY,negative,QUALITY,DISPLAY
273,325,325:0,"If you need an affordable, entry-level laptop, this will fit the bill.",LAPTOP#PRICE,positive,PRICE,LAPTOP
274,325,325:0,"If you need an affordable, entry-level laptop, this will fit the bill.",LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
275,325,325:1,"I dislike the weight and size, cubersome.",LAPTOP#PORTABILITY,negative,PORTABILITY,LAPTOP
276,325,325:1,"I dislike the weight and size, cubersome.",LAPTOP#DESIGN_FEATURES,negative,DESIGN_FEATURES,LAPTOP
277,325,325:2,I dislike the quality and the placement of the speakers.,MULTIMEDIA_DEVICES#QUALITY,negative,QUALITY,MULTIMEDIA_DEVICES
278,325,325:2,I dislike the quality and the placement of the speakers.,MULTIMEDIA_DEVICES#DESIGN_FEATURES,negative,DESIGN_FEATURES,MULTIMEDIA_DEVICES
279,325,325:3,"Overall, it's ok.",LAPTOP#GENERAL,neutral,GENERAL,LAPTOP
280,326,326:0,"Laptop is advertised as a 15"" but the casing looks like that of a 17"".",LAPTOP#DESIGN_FEATURES,negative,DESIGN_FEATURES,LAPTOP
281,326,326:1,This laptop is very large and barely fits in any carrying cases.,LAPTOP#DESIGN_FEATURES,negative,DESIGN_FEATURES,LAPTOP
282,326,326:1,This laptop is very large and barely fits in any carrying cases.,LAPTOP#PORTABILITY,negative,PORTABILITY,LAPTOP
283,326,326:2,Peformance is good for the price.,LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
284,326,326:2,Peformance is good for the price.,LAPTOP#PRICE,neutral,PRICE,LAPTOP
285,326,326:3,"If you're not wanting to be mobile, this is a good laptop to sit on a desk.",LAPTOP#PORTABILITY,negative,PORTABILITY,LAPTOP
286,326,326:3,"If you're not wanting to be mobile, this is a good laptop to sit on a desk.",LAPTOP#GENERAL,positive,GENERAL,LAPTOP
287,8,8:0,Had to have this computer repaired twice in the first 5 months after purchasing it.,LAPTOP#QUALITY,negative,QUALITY,LAPTOP
288,8,8:1,Not good for a person who gets online daily.,LAPTOP#MISCELLANEOUS,negative,MISCELLANEOUS,LAPTOP
289,8,8:2,May be better for the occasional web surfer.,LAPTOP#MISCELLANEOUS,neutral,MISCELLANEOUS,LAPTOP
290,83,83:0,"I just got this laptop for college, and so far I am very happy with it.",LAPTOP#GENERAL,positive,GENERAL,LAPTOP
291,83,83:1,I really wanted a Mac over a pc because I used a Mac in high school.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
292,83,83:2,It is so much easier to use,LAPTOP#USABILITY,positive,USABILITY,LAPTOP
293,81,81:0,"Good keyboard, long battery life, largest hard drive and windows 7.",KEYBOARD#GENERAL,positive,GENERAL,KEYBOARD
294,81,81:0,"Good keyboard, long battery life, largest hard drive and windows 7.",BATTERY#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,BATTERY
295,81,81:0,"Good keyboard, long battery life, largest hard drive and windows 7.",HARD_DISC#DESIGN_FEATURES,positive,DESIGN_FEATURES,HARD_DISC
296,81,81:0,"Good keyboard, long battery life, largest hard drive and windows 7.",OS#GENERAL,neutral,GENERAL,OS
297,81,81:1,And Toshiba is a quality supplier.,SUPPORT#QUALITY,positive,QUALITY,SUPPORT
298,80,80:0,I love this little one.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
299,80,80:1,The keyboard has a wonderful nature feel.,KEYBOARD#QUALITY,positive,QUALITY,KEYBOARD
300,80,80:2,I like it better than my big Dell Laptop.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
301,80,80:3,Seriously considering a larger laptop to replace the Dell,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
302,44,44:0,great battery life.,BATTERY#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,BATTERY
303,44,44:1,Keyboard is reasonable size.,KEYBOARD#DESIGN_FEATURES,positive,DESIGN_FEATURES,KEYBOARD
304,44,44:2,Small screen somewhat limiting but great for travel.,DISPLAY#DESIGN_FEATURES,negative,DESIGN_FEATURES,DISPLAY
305,44,44:2,Small screen somewhat limiting but great for travel.,LAPTOP#PORTABILITY,positive,PORTABILITY,LAPTOP
306,44,44:3,Charger seems large for this class of computer.,POWER_SUPPLY#DESIGN_FEATURES,negative,DESIGN_FEATURES,POWER_SUPPLY
307,200,200:0,"Great Laptop for the price, works well with action pack games.",LAPTOP#GENERAL,positive,GENERAL,LAPTOP
308,200,200:0,"Great Laptop for the price, works well with action pack games.",LAPTOP#PRICE,neutral,PRICE,LAPTOP
309,200,200:0,"Great Laptop for the price, works well with action pack games.",LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
310,200,200:1,"The only thing that I have, is the key broad is a little dark to see the letters, would help if it was a little lighter then it is.",KEYBOARD#DESIGN_FEATURES,negative,DESIGN_FEATURES,KEYBOARD
311,200,200:1,"The only thing that I have, is the key broad is a little dark to see the letters, would help if it was a little lighter then it is.",KEYBOARD#USABILITY,negative,USABILITY,KEYBOARD
312,200,200:2,but other then that I would give this product a 4 in hafe stars.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
313,206,206:0,Good for every day computing and web browsing.,LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
314,177,177:0,A great computer for light home use and business use.,LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
315,177,177:1,Might not make the avid gamer happy but I don't really think that is what this computer is designed for.,LAPTOP#MISCELLANEOUS,neutral,MISCELLANEOUS,LAPTOP
316,177,177:2,"Crisp screen, great battery life, and plenty of storage.",DISPLAY#QUALITY,positive,QUALITY,DISPLAY
317,177,177:2,"Crisp screen, great battery life, and plenty of storage.",BATTERY#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,BATTERY
318,177,177:2,"Crisp screen, great battery life, and plenty of storage.",HARD_DISC#DESIGN_FEATURES,positive,DESIGN_FEATURES,HARD_DISC
319,177,177:3,Very happy.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
320,276,276:0,"My son and his family have a hard time financially because he is self-employed so the family had no computer of any kind, and kyle the oldest child is 12 and really need something to help him in school.",UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
321,276,276:1,so we got a good deal on hsn for an ascer notebook and we bought it for him.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
322,276,276:2,He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
323,276,276:2,He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.,LAPTOP#USABILITY,positive,USABILITY,LAPTOP
324,276,276:3,now he mows yards so he can earn the money for the wireless internet.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
325,276,276:4,I would recomend this acer to parents and grandparents it can really help them in school.,LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
326,191,191:0,MY ONLY PROBLEM IS I CAN NOT REG. THE PRODUCT KEY.,LAPTOP#MISCELLANEOUS,negative,MISCELLANEOUS,LAPTOP
327,191,191:1,"IT WANT TAKE IT, IT KEEP SAYING ERROR.",LAPTOP#MISCELLANEOUS,negative,MISCELLANEOUS,LAPTOP
328,191,191:2,"HELP, HELP, OTHER THAN THAT GETS A GREAT LITTLE WONDER.",LAPTOP#GENERAL,positive,GENERAL,LAPTOP
329,237,237:0,It's fast and has excellent battery life.,LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
330,237,237:0,It's fast and has excellent battery life.,BATTERY#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,BATTERY
331,237,237:1,The screen shows great colors.,DISPLAY#QUALITY,positive,QUALITY,DISPLAY
332,247,247:0,I was surprised with the performance and quality of this HP Laptop.,LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
333,247,247:0,I was surprised with the performance and quality of this HP Laptop.,LAPTOP#QUALITY,positive,QUALITY,LAPTOP
334,247,247:1,the speed is fine.,LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
335,247,247:2,Laptop is to be used like a Netbook.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
336,247,247:3,"But with A WAY Bigger Screen, and IS able to connect to an HDMI.",DISPLAY#DESIGN_FEATURES,positive,DESIGN_FEATURES,DISPLAY
337,247,247:3,"But with A WAY Bigger Screen, and IS able to connect to an HDMI.",LAPTOP#CONNECTIVITY,positive,CONNECTIVITY,LAPTOP
338,247,247:4,Love it.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
339,254,254:0,"I would recommend this computer to anyone searching for the perfect laptop, and the battery life is amazing.",LAPTOP#GENERAL,positive,GENERAL,LAPTOP
340,254,254:0,"I would recommend this computer to anyone searching for the perfect laptop, and the battery life is amazing.",BATTERY#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,BATTERY
341,216,216:0,I BOUGHT THIS LAP TOP AND THE CHARGE TIME DOSEN'T LAST AS LONG AS THEY SAY IT WILL MORE LIKE 2 HOURS,BATTERY#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,BATTERY
342,242,242:0,This computer is the ideal college companion.,LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
343,242,242:1,It's software and speed enable it to do amazing things.,LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
344,242,242:1,It's software and speed enable it to do amazing things.,SOFTWARE#GENERAL,positive,GENERAL,SOFTWARE
345,338,338:0,I am not happy at all with the product I purchased.,LAPTOP#GENERAL,negative,GENERAL,LAPTOP
346,338,338:1,"A cheaper price should not equal a ""cheap"" product.",LAPTOP#PRICE,neutral,PRICE,LAPTOP
347,338,338:1,"A cheaper price should not equal a ""cheap"" product.",LAPTOP#QUALITY,negative,QUALITY,LAPTOP
348,338,338:2,It was over rated!,LAPTOP#GENERAL,negative,GENERAL,LAPTOP
349,364,364:0,The Toshiba laptop was a great purchase.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
350,364,364:1,"The price was very good, and the product is top quality.",LAPTOP#PRICE,positive,PRICE,LAPTOP
351,364,364:1,"The price was very good, and the product is top quality.",LAPTOP#QUALITY,positive,QUALITY,LAPTOP
352,364,364:2,"The delivery was fast, and I would not hesitate to purchase this laptop again.",SHIPPING#QUALITY,positive,QUALITY,SHIPPING
