,text,categorys,polarity
353,Highly recommended!,['GENERAL'],positive
354,I was looking for a mac which is portable and has all the features that I was looking for.,[],na
355,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.","['PRICE', 'SHIPPING', 'GENERAL']",positive
356,"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.","['MISCELLANEOUS', 'OPERATION_PERFORMANCE']",positive
357,I would recommend anyone to buy from pcconnection express.,[],na
358,Speakers doesn't sound that great.,['MULTIMEDIA_DEVICES'],negative
359,The battery life also doesn't keep up with the claim but still I think macbook is much ahead from the rest of the pack.,[],na
360,This was an update from an early MacBook Pro.,[],na
361,"Love the speed, especially!",['OPERATION_PERFORMANCE'],positive
362,So glad I decided to upgrade!,['GENERAL'],positive
363,"Thanks, MacConnection, for making this a seamless purchase!",[],na
364,"I've owned this labtop for less then two months, already the mouse button has broke.",['MOUSE'],negative
365,"Still under warrenty so called Toshiba, no help at all.",['SUPPORT'],negative
366,I'm stuck w/ a broken computer.,['QUALITY'],negative
367,"Will not buy another Toshiba, this is my second, not happy w/ either.","['GENERAL', 'COMPANY']",negative
368,This is my 3rd Apple Laptop and first MacBook Pro.,[],na
369,"I love its solid build, light wt and excellent battery life (for now).","['QUALITY', 'DESIGN_FEATURES', 'BATTERY']",positive
370,Excellent LED monitor and well equipped.,"['DISPLAY', 'DESIGN_FEATURES']",positive
371,I love the Apple products.,['COMPANY'],positive
372,"The Toshiba Mini Notebook, Model NB 305-N410BL, is a great little computer.",['GENERAL'],positive
373,"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.","['KEYBOARD', 'KEYBOARD', 'DESIGN_FEATURES', 'USABILITY']",positive
374,"Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;",['USABILITY'],positive
375,both upgrades were quickly accomplished after purchasing the necessary Product Key.,['USABILITY'],positive
376,"Other installed features, such as certain printer software, are also most attractive.",['DESIGN_FEATURES'],positive
377,"Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines.","['QUALITY', 'SUPPORT']",negative
378,I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,"['QUALITY', 'SUPPORT']",negative
379,"Toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another, and I am not kidding you, I called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again, since they make it sound like they don't have your history list of your calls right in front of them.",['SUPPORT'],negative
380,It's a long and tirring process that after a while it seems like their game plan was to wear you out so you would want to give up on contacting them.,['SUPPORT'],negative
381,"And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).",['SUPPORT'],negative
382,"Long story short, since I experience so many problems with my laptop every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.","['QUALITY', 'SUPPORT']",negative
383,Was this product worth my time and money to ever want to purchase another products that is toshiba or relating to toshiba?,"['GENERAL', 'COMPANY']",negative
384,Probably not ever again.,[],na
385,I'll rather be out of date then spend more money on toshiba.,['COMPANY'],negative
386,Remember to do your research first before consider buying a toshiba product.,['COMPANY'],negative
387,All I can say is W-O-W.,['GENERAL'],positive
388,This laptop is insane!!!,['GENERAL'],positive
389,It's so nice to look at and the keys are easy to type with.,"['DESIGN_FEATURES', 'KEYBOARD']",positive
390,I bought a protector for my key pad and it works great :),['KEYBOARD'],positive
391,This is definitely a computer worth the money;,"['GENERAL', 'PRICE']",positive
392,The mouse is a little bit different than what you're used to though- it has one big flat panel and one full bar (instead of two separate ones) to click with- but you get used to it quite quickly.,"['MOUSE', 'MOUSE']",neutral
393,"AND the best part is that it even comes with a free printer (when they have a certain promotion/offer going, of course)!",['MISCELLANEOUS'],positive
394,"Overall, this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from.","['GENERAL', 'DESIGN_FEATURES']",positive
395,The Apple team also assists you very nicely when choosing which computer is right for you :),['SUPPORT'],positive
396,"Obviously, this Macbook is P-E-R-F-E-C-T for me because it does exactly what I need in an easy-to-function way.","['GENERAL', 'USABILITY']",positive
397,DEFINITELY recommended!!!,['GENERAL'],positive
398,"Not a bad laptop, it's a bit slow, but gets the job done.","['GENERAL', 'OPERATION_PERFORMANCE']",mixed
399,The lcd screen stopped working on mine after 10 months.,"['DISPLAY', 'DISPLAY']",negative
400,I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,['SUPPORT'],negative
401,"upon giving them the serial number the first thing I was told, was that it was out of warranty and I could pay to have it repaired even though I had the receipt in front of me proving it still had 2 months left on the warranty.",['SUPPORT'],negative
402,even though I had the receipt in front of me proving it still had 2 months left on the warranty.,['SUPPORT'],negative
403,Dealing with the support drone on the other end of the chat was sheer torture.,['SUPPORT'],negative
404,English must have been his third or fourth language.,['SUPPORT'],negative
405,"His language was so bad I swore I was taking the turing test, and it was failing.",['SUPPORT'],negative
406,after trying to get some help he disconnected on me.,['SUPPORT'],negative
407,After that I turned to email in my next vain help to get them to acknowledge that the warranty was still valid.,[],na
408,"After 4 days, being denied 6 times and told off once, I managed to get through and was able to send them a scanned copy of the receipt.",['SUPPORT'],negative
409,After that the said it was under warranty.,[],na
410,Then they had me jump through many hoops and questions to see if they could find another way to invalidate me.,['SUPPORT'],negative
411,"After they found no other way, they told me to courier it to them(since they don't allow the use of the post office) at my expense, and sent me a 4 page list of very specific packaging instructions to follow or it wouldn't be covered.",['SUPPORT'],negative
412,I managed to comply with these too and now have to wait and see if they can find another way to screw me.,['SUPPORT'],negative
413,They really do have the worlds very worst repair service.,['SUPPORT'],negative
414,"This computer gets very hot, before shutting down.",['QUALITY'],negative
415,It is not ideal for children because of the temp.,"['QUALITY', 'MISCELLANEOUS']",negative
416,"I Contacted HP  about this situation and was given excuses, without results.",['SUPPORT'],negative
417,They didn't even try to assist me or even offer a replacement.,['SUPPORT'],negative
418,I will never purchase a HP again ever.,['COMPANY'],negative
419,"Let's just get this out of the way, I love Apple!",['COMPANY'],positive
420,So this review might be a tad bit bias.,[],na
421,But the Macbook is the best!,['GENERAL'],positive
422,It is super easy to use.,['USABILITY'],positive
423,All you have to do is turn it on and it works.,"['USABILITY', 'OPERATION_PERFORMANCE']",positive
424,"It is very durable, I am pretty rough when it comes to electronics and it has taken it all with no reprecutions yet.",['QUALITY'],positive
425,"I don't do any high tech stuff on it, just write papers, check mail, and sometimes play games, so I can't reccomend it if you are in the computer field.",['MISCELLANEOUS'],neutral
426,But if you are in the computer field you probably wouldn't be here.:),[],na
427,In the past four years I've had it I have never once gotten a virus.,['QUALITY'],positive
428,"I did have to replace the battery once, but that was only a couple months ago and it's been working perfect ever since.","['BATTERY', 'BATTERY']",mixed
429,"I would definitely reccomend this if you are in the market for an easy to use, stylish, fun, awesome computer.","['USABILITY', 'DESIGN_FEATURES', 'GENERAL']",positive
430,"Also it is very good for college students who just need a reliable, easy to use computer.","['MISCELLANEOUS', 'QUALITY', 'USABILITY']",positive
431,Hope this helped!,[],na
432,"No laptop is perfect, but sometimes you just find a computer that works for you.",[],na
433,This laptop does everything I need it to very well.,['GENERAL'],positive
434,I bought this laptop so that the entire family had a computer in the living room;,[],na
435,the two of us use it regularly.,[],na
436,I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV.,[],na
437,The best thing about this laptop is the price along with some of the newer features.,"['PRICE', 'DESIGN_FEATURES']",positive
438,The screen is bright and the keyboard is nice;,"['DISPLAY', 'KEYBOARD']",positive
439,I find myself using the 10-key more than I thought I would.,"['KEYBOARD', 'KEYBOARD']",positive
440,Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos.,['BATTERY'],neutral
441,For those that care about noise this thing doesn't really make any;,['QUALITY'],positive
442,the i3 processor doesn't seem to run hot and the fan rarely turns on.,['CPU'],positive
443,I took off a star because the machine has a lot of junk software on it.,"['DESIGN_FEATURES', 'SOFTWARE']",negative
444,I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff.,['DESIGN_FEATURES'],negative
445,Once I removed all the software the laptop loads in 15-20 seconds.,"['SOFTWARE', 'OPERATION_PERFORMANCE']",mixed
446,This is not a serious gaming laptop or a serious media machine;,['MISCELLANEOUS'],negative
447,my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.,"['MISCELLANEOUS', 'GRAPHICS']",neutral
